element=1
l=0 n=8
  4.0200990000000002e+02 -4.4295080000000001e-04
  6.0241959999999999e+01 -3.2507466999999999e-03
  1.3732170000000000e+01 -1.8115224999999999e-02
  3.9045049999999999e+00 -6.3632999800000006e-02
  1.2827090000000001e+00 -2.2216364100000000e-01
  4.6554400000000001e-01 -4.0410478309999998e-01
  1.8112000000000000e-01 -3.4810810939999998e-01
  7.2790999999999995e-02 -9.2721325100000002e-02
l=0 n=8
  4.0200990000000002e+02 -5.8579170000000002e-04
  6.0241959999999999e+01 -2.0963443000000001e-03
  1.3732170000000000e+01 -3.0429902100000000e-02
  3.9045049999999999e+00 -2.8827202499999999e-02
  1.2827090000000001e+00 -7.5269456339999996e-01
  4.6554400000000001e-01 -5.3030600000000006e-01
  1.8112000000000000e-01  9.5246761960000004e-01
  7.2790999999999995e-02  1.9441042970000000e-01
l=0 n=8
  4.0200990000000002e+02 -6.0831500000000001e-04
  6.0241959999999999e+01 -5.2483499999999997e-03
  1.3732170000000000e+01 -2.5417112799999999e-02
  3.9045049999999999e+00 -2.3764064030000001e-01
  1.2827090000000001e+00 -1.7096583473000000e+00
  4.6554400000000001e-01  2.6789654302999999e+00
  1.8112000000000000e-01 -1.0333863147000000e+00
  7.2790999999999995e-02 -2.4862370189999999e-01
l=1 n=6
  9.8800000000000008e+00  5.5312240000000004e-03
  3.9500000000000002e+00  5.3232428000000000e-03
  1.5800000000000001e+00  1.5038474709999999e-01
  6.3000000000000000e-01  5.8294439389999997e-01
  2.5000000000000000e-01  3.3994705520000001e-01
  1.0000000000000001e-01  3.1749405100000003e-02
l=1 n=6
  9.8800000000000008e+00 -2.8060094700000000e-02
  3.9500000000000002e+00  3.4370421999999998e-02
  1.5800000000000001e+00 -8.9401586600000005e-01
  6.3000000000000000e-01 -2.4726876919999999e-01
  2.5000000000000000e-01  8.4878268930000000e-01
  1.0000000000000001e-01  2.2820355899999999e-02
end=1
element=2
l=0 n=10
  4.7850000000000000e+03  6.0320199999999999e-05
  7.1700000000000000e+02  4.6849599999999999e-04
  1.6319999999999999e+02  2.4501467000000001e-03
  4.6259999999999998e+01  1.0155383500000000e-02
  1.5100000000000000e+01  3.5034033300000003e-02
  5.4370000000000003e+00  9.9279734100000003e-02
  2.0880000000000001e+00  2.1738713030000001e-01
  8.2969999999999999e-01  3.4726821670000002e-01
  3.3660000000000001e-01  3.4455781740000002e-01
  1.3689999999999999e-01  1.1802600530000000e-01
l=0 n=10
  4.7850000000000000e+03  8.8873099999999994e-05
  7.1700000000000000e+02  6.9402139999999999e-04
  1.6319999999999999e+02  3.6433971000000001e-03
  4.6259999999999998e+01  1.5746258199999998e-02
  1.5100000000000000e+01  6.1400964600000003e-02
  5.4370000000000003e+00  2.4147550990000000e-01
  2.0880000000000001e+00  6.1196413230000002e-01
  8.2969999999999999e-01  1.9613294419999999e-01
  3.3660000000000001e-01 -7.2416421949999998e-01
  1.3689999999999999e-01 -3.3828148139999997e-01
l=0 n=10
  4.7850000000000000e+03  1.2870540000000001e-04
  7.1700000000000000e+02  1.1477677999999999e-03
  1.6319999999999999e+02  5.0983801000000000e-03
  4.6259999999999998e+01  3.0632287300000002e-02
  1.5100000000000000e+01  1.3961596109999999e-01
  5.4370000000000003e+00  8.5771840340000005e-01
  2.0880000000000001e+00  9.4806484900000002e-02
  8.2969999999999999e-01 -1.7250507962999999e+00
  3.3660000000000001e-01  6.5425977710000005e-01
  1.3689999999999999e-01  5.2942009109999999e-01
l=1 n=5
  3.8700000000000001e-01  2.8874428870000002e-01
  9.8399999999999999e-01  5.3613424489999995e-01
  2.4980000000000002e+00  2.6590200770000000e-01
  6.3419999999999996e+00  4.0070208300000000e-02
  1.6103999999999999e+01  9.0385832000000003e-03
l=1 n=5
  3.8700000000000001e-01 -6.5441732789999996e-01
  9.8399999999999999e-01 -2.7523087239999999e-01
  2.4980000000000002e+00  7.9930832080000003e-01
  6.3419999999999996e+00  2.6716531259999998e-01
  1.6103999999999999e+01  3.1005914499999999e-02
end=2
element=3
l=0 n=19
  7.0681000000000000e+04  5.3236000000000002e-06
  1.3594000000000000e+04  3.2374700000000000e-05
  3.1004000000000001e+03  1.8796030000000000e-04
  8.2646000000000004e+02  8.7122190000000002e-04
  2.5375999999999999e+02  3.3836700000000001e-03
  8.8450999999999993e+01  1.1049478900000000e-02
  3.4493000000000002e+01  3.0595597900000000e-02
  1.4831000000000000e+01  7.0734114900000006e-02
  6.9298999999999999e+00  1.3455571629999999e-01
  3.4678000000000000e+00  2.0696159159999999e-01
  1.8315999999999999e+00  2.5910857189999997e-01
  1.0063000000000000e+00  2.4686615670000001e-01
  5.6677999999999995e-01  1.5011622899999999e-01
  3.2253999999999999e-01  4.4827255699999999e-02
  1.8276999999999999e-01  3.5755286999999999e-03
  1.0163999999999999e-01  3.1546089999999997e-04
  5.4665999999999999e-02  5.3662200000000005e-04
  2.8025000000000001e-02  4.5742439999999998e-04
  1.3497000000000000e-02  4.7159300000000001e-05
l=0 n=19
  7.0681000000000000e+04  8.5769999999999996e-07
  1.3594000000000000e+04  5.2159999999999997e-06
  3.1004000000000001e+03  3.0286599999999999e-05
  8.2646000000000004e+02  1.4045879999999999e-04
  2.5375999999999999e+02  5.4635250000000001e-04
  8.8450999999999993e+01  1.7918661000000001e-03
  3.4493000000000002e+01  5.0120073999999999e-03
  1.4831000000000000e+01  1.1837580900000000e-02
  6.9298999999999999e+00  2.3364310600000000e-02
  3.4678000000000000e+00  3.8186740599999998e-02
  1.8315999999999999e+00  5.3678904700000002e-02
  1.0063000000000000e+00  6.8334748700000003e-02
  5.6677999999999995e-01  7.4947186099999993e-02
  3.2253999999999999e-01  5.9248225000000002e-02
  1.8276999999999999e-01 -2.6074994500000000e-02
  1.0163999999999999e-01 -2.2204324440000001e-01
  5.4665999999999999e-02 -4.7345158599999998e-01
  2.8025000000000001e-02 -3.6207544650000001e-01
  1.3497000000000000e-02 -4.0734393399999999e-02
l=0 n=19
  7.0681000000000000e+04  8.0422999999999992e-06
  1.3594000000000000e+04  4.9003199999999999e-05
  3.1004000000000001e+03  2.8424000000000000e-04
  8.2646000000000004e+02  1.3265028999999999e-03
  2.5375999999999999e+02  5.2097293999999999e-03
  8.8450999999999993e+01  1.7988223800000001e-02
  3.4493000000000002e+01  5.7197454000000002e-02
  1.4831000000000000e+01  1.7825816300000000e-01
  6.9298999999999999e+00  4.2989701340000003e-01
  3.4678000000000000e+00  4.5086582749999998e-01
  1.8315999999999999e+00 -3.7135288000000002e-02
  1.0063000000000000e+00 -4.8721209929999998e-01
  5.6677999999999995e-01 -4.6276685530000000e-01
  3.2253999999999999e-01 -1.6012898449999999e-01
  1.8276999999999999e-01 -1.1623696700000000e-02
  1.0163999999999999e-01  6.6110374299999997e-02
  5.4665999999999999e-02  1.3513219620000000e-01
  2.8025000000000001e-02  1.0470642370000000e-01
  1.3497000000000000e-02  1.1675145700000000e-02
l=0 n=19
  7.0681000000000000e+04  1.1375400000000000e-05
  1.3594000000000000e+04  7.1122400000000002e-05
  3.1004000000000001e+03  4.0072870000000001e-04
  8.2646000000000004e+02  1.9573836999999998e-03
  2.5375999999999999e+02  7.6139906000000004e-03
  8.8450999999999993e+01  3.1736041299999997e-02
  3.4493000000000002e+01  1.3421526440000001e-01
  1.4831000000000000e+01  5.8422777179999996e-01
  6.9298999999999999e+00  6.8060901720000000e-01
  3.4678000000000000e+00 -1.0050986103999999e+00
  1.8315999999999999e+00 -9.4467018800000002e-01
  1.0063000000000000e+00  9.5613054000000003e-02
  5.6677999999999995e-01  6.9746219160000000e-01
  3.2253999999999999e-01  3.9546584050000000e-01
  1.8276999999999999e-01  7.1480995800000002e-02
  1.0163999999999999e-01 -8.1897874999999995e-02
  5.4665999999999999e-02 -1.5988159199999999e-01
  2.8025000000000001e-02 -1.2827501620000001e-01
  1.3497000000000000e-02 -1.4108323799999999e-02
l=0 n=19
  7.0681000000000000e+04  1.3372600000000000e-05
  1.3594000000000000e+04  7.5694599999999999e-05
  3.1004000000000001e+03  4.8414010000000002e-04
  8.2646000000000004e+02  2.0812426999999999e-03
  2.5375999999999999e+02  1.0055926700000000e-02
  8.8450999999999993e+01  4.3391800699999997e-02
  3.4493000000000002e+01  3.0647860700000001e-01
  1.4831000000000000e+01  1.0575659060000000e+00
  6.9298999999999999e+00 -1.0991833942000000e+00
  3.4678000000000000e+00 -1.6674164866000001e+00
  1.8315999999999999e+00  1.4917681732000001e+00
  1.0063000000000000e+00  1.0852292353999999e+00
  5.6677999999999995e-01  1.5205701999999999e-01
  3.2253999999999999e-01 -1.5061905620000000e+00
  1.8276999999999999e-01 -6.1100340500000003e-02
  1.0163999999999999e-01 -1.8134917500000000e-02
  5.4665999999999999e-02  3.0217298009999999e-01
  2.8025000000000001e-02  1.8147499680000001e-01
  1.3497000000000000e-02  2.7374113700000001e-02
l=1 n=8
  2.8500000000000000e+01  1.8987019200000000e-02
